Company,Website_x,Telephone_x,Adresse,Zip,City,Country,combined_attributes_x,Website_y,Telephone_y,combined_attributes_y
GIRAPHES,giraphes.com,,2 Rue Kellermann,59100,Roubaix,France,GIRAPHES 2 Rue Kellermann 59100 Roubaix France,giraphes.com,,GIRAPHES 2 Rue Kellermann 59100 Roubaix France
Electrogeloz,electrogeloz.com,33 1 42 85 04 44,107 Boulevard Pereire,75017,Paris,France,Electrogeloz 107 Boulevard Pereire 75017 Paris France,electrogeloz.com,33 1 42 85 04 44,Electrogeloz 107 Boulevard Pereire 75017 Paris France
My expat,myexpat.fr,+33 9 77 19 62 32,54 Rue de Paradis,75010,Paris,France,My expat 54 Rue de Paradis 75010 Paris France,myexpat.fr,+33 9 77 19 62 32,My expat 54 Rue de Paradis 75010 Paris France
Clever Age,clever-age.com,+33 1 53 34 66 10,34 Rue de Saint-Pétersbourg,75008,Paris,France,Clever Age 34 Rue de Saint-Pétersbourg 75008 Paris France,clever-age.com,+33 1 53 34 66 10,Clever Age 34 Rue de Saint-Pétersbourg 75008 Paris France
Saagie,saagie.com,33 2 72 88 31 69,72 RUE DE LA RÉPUBLIQUE,76140,LE PETIT-QUEVILLY,France,Saagie 72 RUE DE LA RÉPUBLIQUE 76140 LE PETIT-QUEVILLY France,saagie.com,33 2 72 88 31 69,Saagie 72 RUE DE LA RÉPUBLIQUE 76140 LE PETIT-QUEVILLY France
CCM Benchmark,ccmbenchmark.com,33 1 47 79 50 00,94 Rue de Provence,75009,Paris,France,CCM Benchmark 94 Rue de Provence 75009 Paris France,ccmbenchmark.com,33 1 47 79 50 00,CCM Benchmark 94 Rue de Provence 75009 Paris France
CCM Benchmark,ccmbenchmark.com,33 1 47 79 50 00,94 Rue de Provence,75009,Paris,France,CCM Benchmark 94 Rue de Provence 75009 Paris France,ccmbenchmark.com,0033147795100,CCM Benchmark 94 Rue de Provence 75009 Paris France
Korian,korian.fr,+33 155375200,23 Rue Balzac,75008,Paris,France,Korian 23 Rue Balzac 75008 Paris France,korian.fr,+33 155375200,Korian 23 Rue Balzac 75008 Paris France
AFE (Audit Finance Expert),experts-afe.fr,33 1 45 61 88 88,85 AVENUE CLEMENT ADER,34170,Castelnau-le-Lez,France,AFE (Audit Finance Expert) 85 AVENUE CLEMENT ADER 34170 Castelnau-le-Lez France,experts-afe.fr,,AFE (Audit Finance Expert) 85 AVENUE CLEMENT ADER 34170 Castelnau-le-Lez France
Champagne MUMM,mumm.com,33 3 26 49 59 69,29 Rue du Champ de Mars,51100,Reims,France,Champagne MUMM 29 Rue du Champ de Mars 51100 Reims France,mumm.com,33 3 26 49 59 69,Champagne MUMM 29 Rue du Champ de Mars 51100 Reims France
Feeligo,feeligo.com,33 6 85 26 88 03,20 Rue du Sentier,75009,Paris,France,Feeligo 20 Rue du Sentier 75009 Paris France,feeligo.com,33 6 85 26 88 03,Feeligo 20 Rue du Sentier 75009 Paris France
VALOREM,valorem-energie.com,33 5 56 49 42 65,213 Cours Victor Hugo,01001,BEGLES,France,VALOREM 213 Cours Victor Hugo 01001 BEGLES France,http://www.valorem-energie.com,33 5 56 49 42 65,VALOREM 213 Cours Victor Hugo 01001 BEGLES France
TVH Consulting,tvhconsulting.fr,,22 Rue Guynemer,78600,Maisons-Laffitte,France,TVH Consulting 22 Rue Guynemer 78600 Maisons-Laffitte France,tvhconsulting.com,+33 1 34 93 17 27,TVH Consulting 22 Rue Guynemer 78600 Maisons-Laffitte France
Laboratoire Aguettant,aguettant.fr,+33 4 78 61 51 41,1 RUE ALEXANDER FLEMING,69190,Lyon,France,Laboratoire Aguettant 1 RUE ALEXANDER FLEMING 69190 Lyon France,aguettant.fr,+33 4 78 61 51 41,Laboratoire Aguettant 1 RUE ALEXANDER FLEMING 69190 Lyon France
Albingia,albingia.fr,33 1 41 06 70 00,111 Rue Victor Hugo,92532,Levallois-Perret,France,Albingia 111 Rue Victor Hugo 92532 Levallois-Perret France,albingia.fr,33 1 41 06 70 00,Albingia 111 Rue Victor Hugo 92532 Levallois-Perret France
pierre herme,pierreherme.com,33 1 77 37 09 47,72 Rue Bonaparte,75006,Paris,France,pierre herme 72 Rue Bonaparte 75006 Paris France,http://www.pierreherme.com,33 1 77 37 09 47,pierre herme 72 Rue Bonaparte 75006 Paris France
MGS Sales & Marketing,mgs-sam.fr,,1 Place des Marseillais,94220,Charenton-le-Pont,France,MGS Sales & Marketing 1 Place des Marseillais 94220 Charenton-le-Pont France,mgs-sam.fr,,MGS Sales & Marketing 1 Place des Marseillais 94220 Charenton-le-Pont France
Exponens,exponens.com,+33 1 85 34 16 66,20 Rue Brunel,75017,Paris,France,Exponens 20 Rue Brunel 75017 Paris France,exponens.com,+33 1 85 34 16 66,Exponens 20 Rue Brunel 75017 Paris France
BARNES,barnes-international.com,33 1 55 61 92 82,"22, RUE DE L'HÔTEL DE VILLE",75008,Paris,France,"BARNES 22, RUE DE L'HÔTEL DE VILLE 75008 Paris France",barnes-international.com,33 1 55 61 92 82,"BARNES 22, RUE DE L'HÔTEL DE VILLE 75008 Paris France"
FRAM SAS,fram.fr,+33 892235656,13 Rue Antoine Deville,75002,Toulouse,France,FRAM SAS 13 Rue Antoine Deville 75002 Toulouse France,fram.fr,08 26 463 727,FRAM SAS 13 Rue Antoine Deville 75002 Toulouse France
CMG Sports Club,cmgsportsclub.com,+33 1 47 00 69 98,88 Boulevard Gallieni,92130,Issy-les-Moulineaux,France,CMG Sports Club 88 Boulevard Gallieni 92130 Issy-les-Moulineaux France,cmgsportsclub.com,+33 1 47 00 69 98,CMG Sports Club 88 Boulevard Gallieni 92130 Issy-les-Moulineaux France
AGEFOS PME,agefos-pme.com,33144904646,187 Quai de Valmy,75010,Paris,France,AGEFOS PME 187 Quai de Valmy 75010 Paris France,agefos-pme.com,33144904646,AGEFOS PME 187 Quai de Valmy 75010 Paris France
Ovive,ovive.fr,,10 Rue de Lorival,59113,Seclin,France,Ovive 10 Rue de Lorival 59113 Seclin France,ovive.fr,,Ovive 10 Rue de Lorival 59113 Seclin France
Amorino USA,amorino.fr,,,W1D 4DF,,United Kingdom,Amorino USA  W1D 4DF  United Kingdom,amorino.fr,,Amorino USA  W1D 4DF  United Kingdom
NetNames Limited,sushishopgroup.com,+33145243513,,,,,NetNames Limited    ,sushishopgroup.com,,NetNames Limited    
Up France,up-france.fr,+33141850505,29 Avenue des Louvresses,92230,Gennevilliers,France,Up France 29 Avenue des Louvresses 92230 Gennevilliers France,http://www.up-france.fr,,Up France 29 Avenue des Louvresses 92230 Gennevilliers France
NTICO Technology,ntico-technology.com,,,,Villeneuve-d'Ascq,France,NTICO Technology   Villeneuve-d'Ascq France,ntico-technology.com,+33 3 66 72 90 39,NTICO Technology   Villeneuve-d'Ascq France
fare.asso.fr,fare.asso.fr,,,,,,fare.asso.fr    ,fare.asso.fr,,fare.asso.fr    
ecov,ecov.com,,30 Rue Proudhon,93210,Saint-Denis,France,ecov 30 Rue Proudhon 93210 Saint-Denis France,ecov.fr,,ecov 30 Rue Proudhon 93210 Saint-Denis France
Axeal Consultant,axeal.com,33478480884,11 A RUE DES AULNES,69410,CHAMPAGNE AU MONT D'OR,France,Axeal Consultant 11 A RUE DES AULNES 69410 CHAMPAGNE AU MONT D'OR France,axeal.com,33478480884,Axeal Consultant 11 A RUE DES AULNES 69410 CHAMPAGNE AU MONT D'OR France
Chaussea,chaussea.fr,+33 4 67 75 10 85,105 AVENUE CHARLES DE GAULLE,54910,VALLEROY,France,Chaussea 105 AVENUE CHARLES DE GAULLE 54910 VALLEROY France,chaussea.com,+33 3 20 30 75 02 ou 09.69.39.54.00 (numero qui marche 038246151,Chaussea 105 AVENUE CHARLES DE GAULLE 54910 VALLEROY France
NEURONES,neurones.fr,+33 141374137,Nanterre Cedex,92024,Nanterre,France,NEURONES Nanterre Cedex 92024 Nanterre France,neurones.fr,+33 141374137,NEURONES Nanterre Cedex 92024 Nanterre France
Nacarat,nacarat.com,33 3 20 14 84 84,594 Avenue Willy Brandt,51430,Lille,France,Nacarat 594 Avenue Willy Brandt 51430 Lille France,nacarat.com,33 3 20 14 84 84,Nacarat 594 Avenue Willy Brandt 51430 Lille France
Eagle Conseil,eagleconseil.com,,97 Rue du Président Edouard Herriot,69002,Lyon,France,Eagle Conseil 97 Rue du Président Edouard Herriot 69002 Lyon France,eagleconseil.com,,Eagle Conseil 97 Rue du Président Edouard Herriot 69002 Lyon France
SETELIA,setelia.com,33 1 55 43 26 00,2 Rue Volney,75002,Paris,France,SETELIA 2 Rue Volney 75002 Paris France,setelia.com,33 1 55 43 26 00,SETELIA 2 Rue Volney 75002 Paris France
Lunalogic Group,lunalogic.com,,59 Rue de Richelieu,75002,Paris,France,Lunalogic Group 59 Rue de Richelieu 75002 Paris France,lunalogic.com,,Lunalogic Group 59 Rue de Richelieu 75002 Paris France
Côté Nature,cotenature.com,+33 1 64 49 58 85,118 RUE DES TIPHOINES,94105,Saint-Michel sur Orge,France,Côté Nature 118 RUE DES TIPHOINES 94105 Saint-Michel sur Orge France,cotenature.com,+33 1 64 49 58 85,Côté Nature 118 RUE DES TIPHOINES 94105 Saint-Michel sur Orge France
Mapei,mapei.com,,22 Via Carlo Cafiero,20158,Milano,Italy,Mapei 22 Via Carlo Cafiero 20158 Milano Italy,mapei.com,,Mapei 22 Via Carlo Cafiero 20158 Milano Italy
HEC Paris,hec.edu,+33 1 39 67 70 00,1 Rue de la Libération,78350,Jouy-en-Josas,France,HEC Paris 1 Rue de la Libération 78350 Jouy-en-Josas France,hec.edu,+33 1 39 67 70 00,HEC Paris 1 Rue de la Libération 78350 Jouy-en-Josas France
Groupe Oui Care,ouicare.com,,,,Le Mans,France,Groupe Oui Care   Le Mans France,ouicare.com,,Groupe Oui Care   Le Mans France
agap2,agap2.fr,+33 1 41 31 20 20,62 Avenue André Morizet,92100,Boulogne-Billancourt,France,agap2 62 Avenue André Morizet 92100 Boulogne-Billancourt France,agap2.fr,+33 1 41 31 20 20,agap2 62 Avenue André Morizet 92100 Boulogne-Billancourt France
agap2,agap2.fr,+33 1 41 31 20 20,62 Avenue André Morizet,92100,Boulogne-Billancourt,France,agap2 62 Avenue André Morizet 92100 Boulogne-Billancourt France,agap2.com,,agap2 62 Avenue André Morizet 92100 Boulogne-Billancourt France
Mano Mano,manomano.fr,(098)686-0202,,,Paris,France,Mano Mano   Paris France,manomano.fr,(098)686-0202,Mano Mano   Paris France
VICAT,vicat.fr,+33 158868686,6 Place de l'Iris,18001,Courbevoie,France,VICAT 6 Place de l'Iris 18001 Courbevoie France,http://www.vicat.fr,+33 158868686,VICAT 6 Place de l'Iris 18001 Courbevoie France
L'olivier Assurances,lolivier.fr,33 9 69 39 32 62,251 Rue du Faubourg Saint-Martin,75436,Paris,France,L'olivier Assurances 251 Rue du Faubourg Saint-Martin 75436 Paris France,lolivier.fr,33 9 69 39 32 62,L'olivier Assurances 251 Rue du Faubourg Saint-Martin 75436 Paris France
KANGOUROU KIDS,kangouroukids.com,+33 2 99 85 90 00,2 Rue Kellermann,59100,Roubaix,France,KANGOUROU KIDS 2 Rue Kellermann 59100 Roubaix France,kangouroukids.com,+33 2 99 85 90 00,KANGOUROU KIDS 2 Rue Kellermann 59100 Roubaix France
Flunch,flunch.fr,33 3 20 43 59 59,"IMMEUBLE PÉRICENTRE, BVD VAN GOGH",59650,Villeneuve-d'Ascq,France,"Flunch IMMEUBLE PÉRICENTRE, BVD VAN GOGH 59650 Villeneuve-d'Ascq France",flunch.fr,+33 3 20 05 46 60,"Flunch IMMEUBLE PÉRICENTRE, BVD VAN GOGH 59650 Villeneuve-d'Ascq France"
Flunch,flunch.fr,33 3 20 43 59 59,"IMMEUBLE PÉRICENTRE, BVD VAN GOGH",59650,Villeneuve-d'Ascq,France,"Flunch IMMEUBLE PÉRICENTRE, BVD VAN GOGH 59650 Villeneuve-d'Ascq France",flunch.fr,33 3 20 43 59 59,"Flunch IMMEUBLE PÉRICENTRE, BVD VAN GOGH 59650 Villeneuve-d'Ascq France"
Cementys,cementys.com,+33 1 69 93 88 82,27 Villa Daviel,75013,Paris,France,Cementys 27 Villa Daviel 75013 Paris France,cementys.com,+33 1 48 52 21 68,Cementys 27 Villa Daviel 75013 Paris France
Adecco,adecco.ch,+41 32 722 68 30,16 Rue des Fontenailles,1007,Lausanne,Switzerland,Adecco 16 Rue des Fontenailles 1007 Lausanne Switzerland,adecco.ch,+41 32 722 68 30,Adecco 16 Rue des Fontenailles 1007 Lausanne Switzerland
Ponant,ponant.com,33 4 88 66 64 00,408 Avenue du Prado,13008,Marseille,France,Ponant 408 Avenue du Prado 13008 Marseille France,ponant.com,33 4 88 66 64 00,Ponant 408 Avenue du Prado 13008 Marseille France
IGBMC,igbmc.fr,+33 3 88 65 32 00,1 Rue Laurent Fries,24000,Illkirch-Graffenstaden,France,IGBMC 1 Rue Laurent Fries 24000 Illkirch-Graffenstaden France,igbmc.fr,+33 3 88 65 32 00,IGBMC 1 Rue Laurent Fries 24000 Illkirch-Graffenstaden France
HEF Groupe,hef.fr,33 4 77 55 52 22,"RUE BENOIT FOURNEYRON, ZI SUD, CEDEX",42160,Andrézieux-Bouthéon,France,"HEF Groupe RUE BENOIT FOURNEYRON, ZI SUD, CEDEX 42160 Andrézieux-Bouthéon France",hef.fr,+33 4 77 55 52 22,"HEF Groupe RUE BENOIT FOURNEYRON, ZI SUD, CEDEX 42160 Andrézieux-Bouthéon France"
Beezen,beezen.fr,+33 1 41 43 00 00,165 Avenue Charles de Gaulle,92200,Neuilly-sur-Seine,France,Beezen 165 Avenue Charles de Gaulle 92200 Neuilly-sur-Seine France,beezen.fr,+33 1 41 43 00 00,Beezen 165 Avenue Charles de Gaulle 92200 Neuilly-sur-Seine France
De Neuville,chocolat-deneuville.com,+33 1 43 37 51 70,108 Rue Mouffetard,75005,Paris,France,De Neuville 108 Rue Mouffetard 75005 Paris France,chocolat-deneuville.com,+33 1 43 37 51 70,De Neuville 108 Rue Mouffetard 75005 Paris France
Maneom,maneom.com,,,26958,,France,Maneom  26958  France,maneom.com,,Maneom  26958  France
Groupe Schumacher,groupeschumacher.com,+33 1 56 83 82 50,158 Avenue François Arago,92000,Nanterre,France,Groupe Schumacher 158 Avenue François Arago 92000 Nanterre France,groupeschumacher.com,33 1 56 83 74 00,Groupe Schumacher 158 Avenue François Arago 92000 Nanterre France
Loisireo,loisireo.fr,,,47240,Mérignac,France,Loisireo  47240 Mérignac France,loisireo.fr,+33 5 56 34 87 12,Loisireo  47240 Mérignac France
Que Choisir,quechoisir.org,+33 4 78 61 32 91,233 Boulevard Voltaire,75011,Paris,France,Que Choisir 233 Boulevard Voltaire 75011 Paris France,quechoisir.org,+33 4 78 61 32 91,Que Choisir 233 Boulevard Voltaire 75011 Paris France
GM Consultant,gmconsultant.com,33 8 25 87 69 08,201 Route de la Seds,50060,Vitrolles,France,GM Consultant 201 Route de la Seds 50060 Vitrolles France,gmconsultant.com,33 8 25 87 69 08,GM Consultant 201 Route de la Seds 50060 Vitrolles France
SPC Consultants,groupe-spc.com,,,,Saint Genis Laval,France,SPC Consultants   Saint Genis Laval France,groupe-spc.com,,SPC Consultants   Saint Genis Laval France
Style and Design,styleanddesign.fr,+33 1 30 05 17 47,1 Rue Marie Curie,78310,Maurepas,France,Style and Design 1 Rue Marie Curie 78310 Maurepas France,styleanddesign.com,+33 1 30 05 17 47,Style and Design 1 Rue Marie Curie 78310 Maurepas France
Indeed,indeed.com,800-462-5842,804 Congress Ave,78731,Austin,United States,Indeed 804 Congress Ave 78731 Austin United States,indeed.com,800-462-5842,Indeed 804 Congress Ave 78731 Austin United States
L'Agence Télécom,agencetelecom.fr,,MARSEILLE,,Marseille,France,L'Agence Télécom MARSEILLE  Marseille France,agencetelecom.fr,,L'Agence Télécom MARSEILLE  Marseille France
Elephant Vert,elephantvert.ch,44 20 7357 6616,3 SOUTHWARK ST,SE1 1RQ,London,United Kingdom,Elephant Vert 3 SOUTHWARK ST SE1 1RQ London United Kingdom,elephantvert.ch,44 20 7357 6616,Elephant Vert 3 SOUTHWARK ST SE1 1RQ London United Kingdom
OVH LTD,contact-rh.com,,3 Southwark Street,SE1 1RQ,London,United Kingdom,OVH LTD 3 Southwark Street SE1 1RQ London United Kingdom,azapps.org,,OVH LTD 3 Southwark Street SE1 1RQ London United Kingdom
OVH LTD,azapps.org,,3 Southwark Street,SE1 1RQ,London,United Kingdom,OVH LTD 3 Southwark Street SE1 1RQ London United Kingdom,azapps.org,,OVH LTD 3 Southwark Street SE1 1RQ London United Kingdom
COLIS PRIVE,colisprive.fr,33 4 13 57 10 23,1652 Avenue Paul Jullien,13100,Le Tholonet,France,COLIS PRIVE 1652 Avenue Paul Jullien 13100 Le Tholonet France,colisprive.fr,33 4 13 57 10 23,COLIS PRIVE 1652 Avenue Paul Jullien 13100 Le Tholonet France
FATTON,fatton.com,+33 4 72 15 63 63,145 Hook Creek Blvd,11581,Valley Stream,United States,FATTON 145 Hook Creek Blvd 11581 Valley Stream United States,fatton.com,5165930333,FATTON 145 Hook Creek Blvd 11581 Valley Stream United States
Transports Caillot,transports-caillot.fr,,,51450,,,Transports Caillot  51450  ,transports-caillot.fr,+33 3 26 07 00 31,Transports Caillot  51450  
CHEVAL FRERES,cheval-freres.fr,33 3 81 40 56 00,"RUE DES BOSQUETS, ECOLE-VALENTIN, BP 3004",25480,École-Valentin,France,"CHEVAL FRERES RUE DES BOSQUETS, ECOLE-VALENTIN, BP 3004 25480 École-Valentin France",cheval-freres.fr,+33 3 81 40 56 00,"CHEVAL FRERES RUE DES BOSQUETS, ECOLE-VALENTIN, BP 3004 25480 École-Valentin France"
Apsia,apsia.eu,+33 1 44 69 30 90,27 Rue de la Rochefoucauld,75008,Paris,France,Apsia 27 Rue de la Rochefoucauld 75008 Paris France,apsia.eu,+33 1 44 69 30 90,Apsia 27 Rue de la Rochefoucauld 75008 Paris France
Roquette,roquette.com,33 3 21 63 36 00,"1 RUE DE LA HAUTE LOGE, CEDEX",62136,Lestrem,France,"Roquette 1 RUE DE LA HAUTE LOGE, CEDEX 62136 Lestrem France",roquette.com,33 3 21 63 36 00,"Roquette 1 RUE DE LA HAUTE LOGE, CEDEX 62136 Lestrem France"
Castorama,castorama.fr,33442020707,Centre Commercial De Plan De Campagne,50101,Templemars,France,Castorama Centre Commercial De Plan De Campagne 50101 Templemars France,castorama.fr,33442020707,Castorama Centre Commercial De Plan De Campagne 50101 Templemars France
poltronesofà,poltronesofa.com,39 05 43 75 70 11,VIA LUNGA 16,47122,Villanova,Italy,poltronesofà VIA LUNGA 16 47122 Villanova Italy,poltronesofa.com,39 05 43 75 70 11,poltronesofà VIA LUNGA 16 47122 Villanova Italy
Dalloz Creations,cridalon.com,,ROUTE DE GENÈVE,39200,Saint-Claude,France,Dalloz Creations ROUTE DE GENÈVE 39200 Saint-Claude France,cridalon.com,,Dalloz Creations ROUTE DE GENÈVE 39200 Saint-Claude France
IDC,idc.com,+1 610-337-3636,5 Speen Street,01701,Framingham,United States,IDC 5 Speen Street 01701 Framingham United States,idc.com,(508) 872-8200,IDC 5 Speen Street 01701 Framingham United States
Haute Autorité de Santé,has-sante.fr,,5 Avenue du Stade de France,93200,La Plaine-Saint-Denis,France,Haute Autorité de Santé 5 Avenue du Stade de France 93200 La Plaine-Saint-Denis France,http://www.has-sante.fr,,Haute Autorité de Santé 5 Avenue du Stade de France 93200 La Plaine-Saint-Denis France
Predictis,predictis.com,,,,,United States,Predictis    United States,predictis.com,,Predictis    United States
Bjorg Bonneterre et Compagnie,bjorgbonneterreetcie.com,,,14001,,,Bjorg Bonneterre et Compagnie  14001  ,bjorgbonneterreetcie.com,,Bjorg Bonneterre et Compagnie  14001  
OFI ASSET MANAGEMENT,ofi-am.fr,+33 1 40 68 17 17,22 Rue Vernier,75017,Paris,France,OFI ASSET MANAGEMENT 22 Rue Vernier 75017 Paris France,ofi-am.fr,+33 1 40 68 17 17,OFI ASSET MANAGEMENT 22 Rue Vernier 75017 Paris France
Vulcain Ingénierie,vulcain-ingenierie.com,33 1 41 43 06 30,"5, RUE BEFFROY",92200,Stonehouse,France,"Vulcain Ingénierie 5, RUE BEFFROY 92200 Stonehouse France",vulcain-ingenierie.com,33 1 41 43 06 30,"Vulcain Ingénierie 5, RUE BEFFROY 92200 Stonehouse France"
RIOU Glass,riouglass.com,+33 2 31 14 40 10,5 CHEMIN DES ALLAIS,14600,Honfleur,France,RIOU Glass 5 CHEMIN DES ALLAIS 14600 Honfleur France,riouglass.com,33 2 31 14 40 10,RIOU Glass 5 CHEMIN DES ALLAIS 14600 Honfleur France
GROUPE BENETEAU,https://www.beneteau-group.com/en/,,,,,France,GROUPE BENETEAU    France,https://www.beneteau-group.com/en/,,GROUPE BENETEAU    France
Groupe The LINKS,groupe-thelinks.fr,,13 Rue Crucy,75015,Nantes,France,Groupe The LINKS 13 Rue Crucy 75015 Nantes France,groupe-thelinks.fr,+33 2 51 88 78 10,Groupe The LINKS 13 Rue Crucy 75015 Nantes France
Institut Technique Des Gaz et De L'air,itga.fr,,3 RUE HERPIN LACROIX,35768,Rennes,France,Institut Technique Des Gaz et De L'air 3 RUE HERPIN LACROIX 35768 Rennes France,itga.fr,,Institut Technique Des Gaz et De L'air 3 RUE HERPIN LACROIX 35768 Rennes France
Oceanic Airlines,,,"9673 Heather Quay, Sealover, Alabama, 36184-9934",,,,"Oceanic Airlines 9673 Heather Quay, Sealover, Alabama, 36184-9934   ",,,"Oceanic Airlines 9673 Heather Quay, Sealover, Alabama, 36184-9934   "
Nakatomi Corp.,,,"432 South Broadway, Los Angeles, CA, USA",90013,Los Angeles,United States,"Nakatomi Corp. 432 South Broadway, Los Angeles, CA, USA 90013 Los Angeles United States",,,"Nakatomi Corp. 432 South Broadway, Los Angeles, CA, USA 90013 Los Angeles United States"
CEGID,,+33 (0) 811 88 48 88,,,,,CEGID    ,,04 26 29 54 16,CEGID    
CEGID,,+33 (0) 811 88 48 88,,,,,CEGID    ,https://www.cegid.com/fr,,CEGID    
ATOS,,,,,,,ATOS    ,,,ATOS    
ATOS,,,,,,,ATOS    ,https://atos.net/fr,,ATOS    
ATOS,https://atos.net/fr,,,,,,ATOS    ,,,ATOS    
ATOS,https://atos.net/fr,,,,,,ATOS    ,https://atos.net/fr,,ATOS    
LEON GROSSE,,+33 1 39 24 50 00,,,,,LEON GROSSE    ,,+33 1 39 24 50 00,LEON GROSSE    
BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE,,,,,,,BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE    ,,05 56 01 86 86,BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE    
GROUPE ERAM,,+33 2 41 75 32 00,,,,,GROUPE ERAM    ,https://www.eram.fr,,GROUPE ERAM    
GROUPE ERAM,https://www.eram.fr,,,,,,GROUPE ERAM    ,https://www.eram.fr,,GROUPE ERAM    
ENGIE CORP,,+33144220000,2 Place Samuel de Champlain,92400,Courbevoie,France,ENGIE CORP 2 Place Samuel de Champlain 92400 Courbevoie France,,+33144220000,ENGIE CORP 2 Place Samuel de Champlain 92400 Courbevoie France
SOPRASTERIA,,+331 55 91 72 72,,,,,SOPRASTERIA    ,,+331 55 91 72 72,SOPRASTERIA    
ALSTOM,,01 57 06 90 00,,,,,ALSTOM    ,,01 57 06 90 00,ALSTOM    
AG2R LA MONDIALE,,+33 3 20 67 37 50,,,,,AG2R LA MONDIALE    ,,+33 3 20 67 37 50,AG2R LA MONDIALE    
AG2R LA MONDIALE,,+33 3 20 67 37 50,,,,,AG2R LA MONDIALE    ,,01 43 95 50 50,AG2R LA MONDIALE    
AG2R LA MONDIALE,,+33 3 20 67 37 50,,,,,AG2R LA MONDIALE    ,http://www.ag2rlamondiale.com,,AG2R LA MONDIALE    
AG2R LA MONDIALE,,+33 3 20 67 37 50,,,,,AG2R LA MONDIALE    ,https://www.ag2rlamondiale.fr/,,AG2R LA MONDIALE    
AG2R LA MONDIALE,https://www.ag2rlamondiale.fr/,,,,,,AG2R LA MONDIALE    ,,+33 3 20 67 37 50,AG2R LA MONDIALE    
AG2R LA MONDIALE,https://www.ag2rlamondiale.fr/,,,,,,AG2R LA MONDIALE    ,,01 43 95 50 50,AG2R LA MONDIALE    
AG2R LA MONDIALE,https://www.ag2rlamondiale.fr/,,,,,,AG2R LA MONDIALE    ,http://www.ag2rlamondiale.com,,AG2R LA MONDIALE    
AG2R LA MONDIALE,https://www.ag2rlamondiale.fr/,,,,,,AG2R LA MONDIALE    ,https://www.ag2rlamondiale.fr/,,AG2R LA MONDIALE    
SOLOCAL GROUP,,01 46 23 30 00,,,,,SOLOCAL GROUP    ,https://www.solocal.com,,SOLOCAL GROUP    
SOLOCAL GROUP,https://www.solocal.com,,,,,,SOLOCAL GROUP    ,https://www.solocal.com,,SOLOCAL GROUP    
DOCAPOST,,+33 1 56 29 70 01,,,,,DOCAPOST    ,,01 56 29 70 01,DOCAPOST    
DOCAPOST,,+33 1 56 29 70 01,,,,,DOCAPOST    ,docapost.com,33 1 56 29 70 01,DOCAPOST    
CEA,,,,,,,CEA    ,,04 66 79 60 00,CEA    
APICIL,,01 53 45 92 70,,,,,APICIL    ,,04 72 27 72 72,APICIL    
ALTAREA COGEDIM,,01 56 26 24 00,,,,,ALTAREA COGEDIM    ,http://www.altareacogedim.com,,ALTAREA COGEDIM    
SCC,,,,,,,SCC    ,"www.scc.fr, www.sccd.lu",,SCC    
OMNISERVICES,,,,,,,OMNISERVICES    ,,01 40 95 27 74,OMNISERVICES    
SHISEIDO,,01 46 94 10 00,,,,,SHISEIDO    ,,33146941000,SHISEIDO    
PRINTEMPS,,,,,,,PRINTEMPS    ,,01 42 82 50 00,PRINTEMPS    
PRINTEMPS,http://www.printemps.com,,,,,,PRINTEMPS    ,,01 42 82 50 00,PRINTEMPS    
NATIXIS,,+331 58 32 30 00,,,,,NATIXIS    ,http://www.natixis.com,,NATIXIS    
NATIXIS,http://www.natixis.com,,,,,,NATIXIS    ,http://www.natixis.com,,NATIXIS    
TOTAL,,01 47 44 45 46,,,,,TOTAL    ,https://www.total.com/fr,,TOTAL    
TOTAL,https://www.total.com/fr,,,,,,TOTAL    ,https://www.total.com/fr,,TOTAL    
L'ORÉAL GROUP,,+33 1 47 56 70 00,,,,,L'ORÉAL GROUP    ,,+33 1 47 56 70 00,L'ORÉAL GROUP    
LYRECO FRANCE,,,,,,,LYRECO FRANCE    ,,03 27 23 64 00,LYRECO FRANCE    
DERICHEBOURG,,01 44 75 40 40,,,,,DERICHEBOURG    ,,01 44 75 40 40,DERICHEBOURG    
BNP PARIBAS SECURITIES SERVICES,,,,,,,BNP PARIBAS SECURITIES SERVICES    ,,01 42 98 28 36,BNP PARIBAS SECURITIES SERVICES    
EDHEC BUSINESS SCHOOL,,,,,,,EDHEC BUSINESS SCHOOL    ,,01 53 32 76 30,EDHEC BUSINESS SCHOOL    
REMY COINTREAU,,01 44 13 44 13,,,,,REMY COINTREAU    ,http://www.smartandco.com,,REMY COINTREAU    
CENTREON,,,,,,,CENTREON    ,,,CENTREON    
BA&SH,,,,,,,BA&SH    ,ba-sh.com,0145081415,BA&SH    
LECTRA,,,,,,,LECTRA    ,,01 53 64 42 00,LECTRA    
BNP PARIBAS REAL ESTATE,,01 55 65 20 04,,,,,BNP PARIBAS REAL ESTATE    ,,01 55 65 20 04,BNP PARIBAS REAL ESTATE    
SACD,,,,,,,SACD    ,,,SACD    
BOLLORE,,+33 (0) 1 46 96 44 33,,,,,BOLLORE    ,,+33 (0) 1 46 96 44 33,BOLLORE    
EURALIS,,,,,,,EURALIS    ,,05 59 92 38 38,EURALIS    
DEEZER,,,,,,,DEEZER    ,,,DEEZER    
